name,mass,mzoffset_1,mzoffset_2,mzoffset_3,mzoffset_4,mzoffset_5,mzoffset_6,mzoffset_7,mzoffset_8,mzoffset_9,mzoffset_10,mzoffset_11,mzoffset_12,mzoffset_13,mzoffset_14,mzoffset_15,mzoffset_16,mzoffset_17,mzoffset_18,mzoffset_19,mzoffset_20,mzoffset_21,mzoffset_22,mzoffset_23,mzoffset_24,mzoffset_25,mzoffset_26,mzoffset_27,mzoffset_28,mzoffset_29,mzoffset_30,mzoffset_31,mzoffset_32,mzoffset_33,mzoffset_34,mzoffset_35,mzoffset_36,mzoffset_37,mzoffset_38,mzoffset_39,mzoffset_40,mzoffset_41,mzoffset_42,elution_1,elution_2,elution_3,elution_4,elution_5,elution_6,elution_7,elution_8,elution_9,elution_10,elution_11,elution_12,elution_13,elution_14,elution_15,elution_16,elution_17,elution_18,elution_19,elution_20,elution_21,elution_22,elution_23,elution_24,elution_25,elution_26,elution_27,elution_28,elution_29,elution_30,elution_31,elution_32,elution_33,elution_34,elution_35,elution_36,elution_37,elution_38,elution_39,elution_40,elution_41,elution_42,ioncount_1,ioncount_2,ioncount_3,ioncount_4,ioncount_5,ioncount_6,ioncount_7,ioncount_8,ioncount_9,ioncount_10,ioncount_11,ioncount_12,ioncount_13,ioncount_14,ioncount_15,ioncount_16,ioncount_17,ioncount_18,ioncount_19,ioncount_20,ioncount_21,ioncount_22,ioncount_23,ioncount_24,ioncount_25,ioncount_26,ioncount_27,ioncount_28,ioncount_29,ioncount_30,ioncount_31,ioncount_32,ioncount_33,ioncount_34,ioncount_35,ioncount_36,ioncount_37,ioncount_38,ioncount_39,ioncount_40,ioncount_41,ioncount_42,files_1,files_2,files_3,files_4,files_5,files_6,files_7,files_8,files_9,files_10,files_11,files_12,files_13,files_14
205F06,218.1167610923,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-B3,V256A-H5,V256A-A6","V5120,V5120,V5120"
205F07,367.1895916844,0,0,0,0,0,0,0,0,0,0,0,3.1534435663616e-05,2.59185811728457e-05,0.000303307975968892,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,5.15929444444444,5.1012,5.20153333333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,150168.009440104,25056.6184895833,60895.11328125,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-H6,V256A-C3,V256A-B5","V5120,V5120,V5120"
205F08,414.1361759054,0,0,0,0,0,0,0,0,0,0,0,0.000204890481086295,0.000149446919408547,0.000448826023330184,0,0,0,0,0,0,0,0,0,0,0,NaN,0.00042664641665624,0.000486987568706354,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,11.3566722222222,11.5521666666667,11.3551833333333,0,0,0,0,0,0,0,0,0,0,0,NaN,11.5135833333333,11.3551833333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,60962.2057291667,15834.6806640625,112916.203125,0,0,0,0,0,0,0,0,0,0,0,NaN,129908.890625,93250.8203125,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-F1,V256A-G7,V256A-C5","V5120,V5120,V5120"
205F09,498.2518575902,0,0,0,0,0,0,0,0,0,0,0,NaN,-5.46717738529878e-05,-0.000116989682965141,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,12.2266416666667,12.2180333333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,68406.388671875,284538.75,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-A1,V256A-B8,V256A-F4","V5120,V5120,V5120"
205F10,364.1786926471,0,0,0,0,0,0,0,0,0,0,0,-0.000171861836463449,-7.17677660304616e-05,-0.000136028723545678,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,9.58063333333333,9.57533333333333,9.49565,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,4531.3818359375,2545.96411132812,2615.48974609375,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-D2,V256A-B4,V256A-A6","V5120,V5120,V5120"
205F11,426.1725614117,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-E2,V256A-B8,V256A-G5","V5120,V5120,V5120"
205G02,282.1004423261,0,0,0,0,0,0,0,0,0,0,0,0.000175362307572868,-0.000369362267633733,1.50273679651036e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,9.55106666666667,9.62421666666667,9.80436666666666,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,5322.22802734375,1710.17065429688,2506.15454101562,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-E7,V256A-C3,V256A-B4","V5120,V5120,V5120"
205G03,298.1317424545,0,0,0,0,0,0,0,0,0,0,0,0.000319318483661846,0.000374629731140885,-4.76593320968277e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,15.7285388888889,15.7093833333333,15.9138,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,344551.020833333,18074.62890625,48896.46875,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-H2,V256A-H3,V256A-A6","V5120,V5120,V5120"
205G04,413.131030948,0,0,0,0,0,0,0,0,0,0,0,-0.000226544966324127,4.95905919706274e-06,-5.43536828558899e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,11.2630611111111,11.2652666666667,11.3234833333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,108965.50390625,36737.90625,113168.956054688,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-C2,V256A-C7,V256A-H3","V5120,V5120,V5120"
205G05,403.1507615018,0,0,0,0,0,0,0,0,0,0,0,0.000435480651447051,0.000206485594333117,0.000252869910582376,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,18.1625555555556,18.3467777777778,18.28,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,490771.364583333,151173.986979167,205347.372395833,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-D2,V256A-A8,V256A-A5","V5120,V5120,V5120"
205G06,259.1684623118,0,0,0,0,0,0,0,0,0,0,0,0.000220128121668495,-0.000218459757547862,0.000169908945736097,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,17.9846666666667,18.0838888888889,18.0740555555556,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,1569030.89583333,56352.048828125,1548562.59375,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-F7,V256A-A3,V256A-B4","V5120,V5120,V5120"
205G07,386.1841719555,0,0,0,0,0,0,0,0,0,0,0,0.000298295693369255,0.000259494107410774,4.87447842374422e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,14.7978166666667,14.5493,14.5661916666667,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,4631.5224609375,1621.00012207031,16181.3720703125,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-A8,V256A-C3,V256A-G5","V5120,V5120,V5120"
205G08,445.2147605774,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-B1,V256A-D7,V256A-D5","V5120,V5120,V5120"
205G09,388.1398624645,0,0,0,0,0,0,0,0,0,0,0,0.000373156373257189,0.000259335776036096,-6.19966882027256e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,19.6416111111111,19.845,19.8584166666667,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,1733935.47135417,781191.659179688,1245455.02636719,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-G2,V256A-B8,V256A-E5","V5120,V5120,V5120"
205G10,342.1943427113,0,0,0,0,0,0,0,0,0,0,0,8.20310561948645e-05,-0.00041430363131667,-0.000459294465088078,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,14.4608,14.3913,14.7720166666667,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,3489.4150390625,1670.06958007812,2003.8046875,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-B7,V256A-C3,V256A-C4","V5120,V5120,V5120"
205G11,404.1882114759,0,0,0,0,0,0,0,0,0,0,0,4.89869907482898e-05,0.00042860088768748,0.000259971213210974,0,0,0,0,0,0,0,0,0,0,0,NaN,0.000431444553100846,0.00042015899487069,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,12.0962333333333,12.2642444444444,12.1776055555556,0,0,0,0,0,0,0,0,0,0,0,NaN,12.3560333333333,12.0890166666667,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,266536.614583333,75147.9830729167,264012.377604167,0,0,0,0,0,0,0,0,0,0,0,NaN,239230.6875,200604.203125,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-B2,V256A-D8,V256A-E4","V5120,V5120,V5120"
205H02,375.0823661959,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-C1,V256A-F5,V256A-C6","V5120,V5120,V5120"
205H03,332.1160923903,0,0,0,0,0,0,0,0,0,0,0,0.000427156484590796,0.00013749293333376,-2.53391566502614e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,11.4222166666667,11.4971388888889,11.5037166666667,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,849661.520833333,27129.7770182292,707528.0234375,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-E6,V256A-C1,V256A-H4","V5120,V5120,V5120"
205H04,331.1168206718,0,0,0,0,0,0,0,0,0,0,0,0.000258151486889346,0.000250279587817204,0.000192964664449846,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,4.45440833333333,4.63701111111111,4.54027777777778,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,36464.11328125,7786.28678385417,14671.8732910156,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-G1,V256A-D7,V256A-G5","V5120,V5120,V5120"
205H05,390.1303604107,0,0,0,0,0,0,0,0,0,0,0,0.00021623143902616,0.000201820786287499,0.000332707696998114,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,12.3864444444444,12.450975,12.4771111111111,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,223136.427083333,295097.072265625,225160.114583333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-A11,V256A-D8,V256A-A3,V256A-A4","V5120,V5120,V5120"
205H06,320.1194632087,0,0,0,0,0,0,0,0,0,0,0,0.000272261062775669,0.000341206365590097,8.58024832268711e-05,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,16.65655,16.56605,16.5174166666667,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,4980.06640625,3012.80358886719,6083.02124023438,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-G2,V256A-D8,V256A-A5","V5120,V5120,V5120"
205H07,368.1736072692,0,0,0,0,0,0,0,0,0,0,0,0.000401765212700411,-2.89608959747056e-06,0.00047236103796422,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,11.317875,11.4975888888889,11.3796333333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,72835.9892578125,28209.9817708333,259230.599609375,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-B1,V256A-A7,V256A-F5","V5120,V5120,V5120"
205H08,468.183126098,0,0,0,0,0,0,0,0,0,0,0,0.000267611188121464,0.000343216289252268,-0.000213230960468991,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,13.5192055555556,13.6247833333333,13.6189555555556,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,68251.63671875,39521.787109375,87242.408203125,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-G6,V256A-F2,V256A-H5","V5120,V5120,V5120"
205H09,380.1711625929,0,0,0,0,0,0,0,0,0,0,0,NaN,0.000144397064048007,-0.000168074708085442,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,20.1115,20.208,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,2747.46069335938,6858.79573567708,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-H6,V256A-F1,V256A-A5","V5120,V5120,V5120"
205H10,364.1189848829,0,0,0,0,0,0,0,0,0,0,0,0.000234754716984753,0.000163791510317424,0.000416249994202644,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,9.72774444444445,9.82316666666667,9.80032222222222,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,2446160.57291667,903024.885416667,444241.484375,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-E2,V256A-G7,V256A-D5","V5120,V5120,V5120"
205H11,449.2096751995,0,0,0,0,0,0,0,0,0,0,0,0.000380567896968387,0.000192881180055338,0.000372639149475162,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,5.17056666666667,5.31053888888889,5.24225555555556,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,221445.1328125,89731.96875,121691.778645833,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,,,,,,,,,,,,"V2560B,V2560B-sn,V2560B-pre","V256A-C2,V256A-B7,V256A-B5","V5120,V5120,V5120"
206A02,430.1474895154,0,0,0,0,0,0,0,0,0,0,0.000207009123755597,0,0.000304631054177662,0.000122324748588198,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,11.7692777777778,0,11.7699055555556,11.8781166666667,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,229525.299479167,0,71601.2200520833,130677.122395833,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,,,,,,,,,,,"V2560A,V2560A-sn,V2560A-pre",,"V256A-H6,V256A-A3,V256A-F3","V5120,V5120,V5120"
206A03,452.1318394512,0,0,0,0,0,0,0,0,0,0,0.000219702182050696,0,0.000456246783244296,0.000303556070264221,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,15.0842666666667,0,15.2232333333333,15.0379,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,148088.37890625,0,43659.0419921875,56965.82421875,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,,,,,,,,,,,"V2560A,V2560A-sn,V2560A-pre",,"V256A-D2,V256A-H3,V256A-A6","V5120,V5120,V5120"
206A04,424.1998220197,0,0,0,0,0,0,0,0,0,0,0.000476243921866626,0,0.000236967619457573,0.000452858121093414,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,8.79038333333333,0,8.79847777777778,8.84065,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,180426.390625,0,114343.192057292,158178.7890625,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,,,,,,,,,,,"V2560A,V2560A-sn,V2560A-pre",,"V256A-H6,V256A-A1,V256A-G4","V5120,V5120,V5120"
206A05,405.1688562423,0,0,0,0,0,0,0,0,0,0,NaN,0,-0.000204195018625342,4.32632891715912e-05,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,5.23146666666667,5.08928333333333,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,1623.1748046875,1811.60986328125,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,,,,,,,,,,,"V2560A,V2560A-sn,V2560A-pre",,"V256A-F1,V256A-A7,V256A-C4","V5120,V5120,V5120"
206A06,439.1743355507,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,,,,,,,,,,,"V2560A,V2560A-sn,V2560A-pre",,"V256A-F1,V256A-D8,V256A-H3","V5120,V5120,V5120"
