srcplate384	srcwell384	srcplate96	srcwell96	mass	destplate1	destwell1	destplate2	destwell2	destplate3	destwell3	destplate4	destwell4	destplate5	destwell5	destplate6	destwell6	destplate7	destwell7	destplate8	destwell8	destplate9	destwell9	destplate10	destwell10
CDIQ0005	P11	CDIV0007	H06	400.1190	V64A	I04	V64A	M09	V64A	H12	V64A	H17	V64A	C24	V64B	I05	V64B	K08	V64B	F15	V64B	B21	RP	1
CDIQ0005	A12	CDIV0006	A06	410.1478	V64A	M01	V64A	J08	V64A	J11	V64A	J15	V64B	F01	V64B	B06	V64B	G08	V64B	M16	V64B	D22	RA	1
CDIQ0005	C12	CDIV0006	B06	347.0116	V64A	D02	V64A	M08	V64A	H13	V64A	P19	V64A	N23	V64B	G04	V64B	C11	V64B	E15	V64B	B20	RC	1
CDIQ0005	E12	CDIV0006	C06	306.0892	V64A	L01	V64A	J06	V64A	H12	V64A	G19	V64B	H01	V64B	J05	V64B	O08	V64B	N16	V64B	M19	RE	1
CDIQ0005	G12	CDIV0006	D06	219.0895	V64A	L04	V64A	A07	V64A	E16	V64A	K19	V64B	A02	V64B	M05	V64B	N10	V64B	A16	V64B	B21	RG	1
CDIQ0005	I12	CDIV0006	E06	233.1052	V64A	B02	V64A	A07	V64A	G11	V64A	J17	V64A	A21	V64B	D03	V64B	I08	V64B	M15	V64B	D22	RI	1
CDIQ0005	K12	CDIV0006	F06	282.1056	V64A	J02	V64A	P08	V64A	G14	V64A	G20	V64A	O21	V64B	P05	V64B	F10	V64B	I12	V64B	F19	RK	1
CDIQ0005	M12	CDIV0006	G06	260.0404	V64A	C02	V64A	N07	V64A	K14	V64A	M17	V64A	K22	V64B	G04	V64B	B09	V64B	O15	V64B	E19	RM	1
CDIQ0005	O12	CDIV0006	H06	296.1412	V64A	N02	V64A	G09	V64A	E16	V64A	H20	V64A	J23	V64B	H03	V64B	N09	V64B	F16	V64B	J17	RO	1
CDIQ0005	B12	CDIV0008	A06	375.8517	V64A	G04	V64A	I08	V64A	J11	V64A	L19	V64B	F01	V64B	P01	V64B	F09	V64B	O13	V64B	D19	RB	1
CDIQ0005	D12	CDIV0008	B06	370.9799	V64A	O01	V64A	K08	V64A	M11	V64A	D19	V64A	N24	V64B	N01	V64B	L07	V64B	D15	V64B	N20	RD	1
CDIQ0005	F12	CDIV0008	C06	305.1277	V64A	E05	V64A	M05	V64A	A14	V64A	B18	V64A	I22	V64B	G06	V64B	C08	V64B	E13	V64B	F21	RF	1
CDIQ0005	H12	CDIV0008	D06	379.0836	V64A	G01	V64A	G10	V64A	P12	V64A	M16	V64A	D23	V64B	N01	V64B	J10	V64B	K16	V64B	F21	RH	1
CDIQ0005	J12	CDIV0008	E06	463.0644	V64A	L03	V64A	A09	V64A	J12	V64A	K18	V64A	K22	V64B	B06	V64B	E12	V64B	A14	V64B	G21	RJ	1
CDIQ0005	L12	CDIV0008	F06	291.1008	V64A	K04	V64A	L09	V64A	I12	V64A	L20	V64A	A23	V64B	K01	V64B	E08	V64B	M14	V64B	F19	RL	1
CDIQ0005	N12	CDIV0008	G06	357.1048	V64A	E04	V64A	E07	V64A	B16	V64A	B19	V64A	L24	V64B	F04	V64B	K07	V64B	P12	V64B	A18	RN	1
CDIQ0005	P12	CDIV0008	H06	454.1992	V64A	B02	V64A	C10	V64A	F15	V64A	G17	V64B	F02	V64B	P04	V64B	P08	V64B	C13	V64B	E17	RP	1
CDIQ0005	A13	CDIV0005	A07	419.0732	V64A	I02	V64A	N06	V64A	J13	V64A	H18	V64A	J21	V64B	O03	V64B	L09	V64B	C13	V64B	A18	RA	1
CDIQ0005	C13	CDIV0005	B07	412.1634	V64A	I03	V64A	H08	V64A	A13	V64A	M19	V64A	A23	V64B	O01	V64B	P10	V64B	L16	V64B	L19	RC	1
CDIQ0005	E13	CDIV0005	C07	442.1893	V64A	I02	V64A	O06	V64A	A13	V64A	K18	V64A	H24	V64B	K04	V64B	H10	V64B	J15	V64B	J18	RE	1
CDIQ0005	G13	CDIV0005	D07	386.0800	V64A	P01	V64A	D07	V64A	P14	V64A	N17	V64A	D24	V64B	O04	V64B	O10	V64B	F16	V64B	P20	RG	1
CDIQ0005	I13	CDIV0005	E07	407.1055	V64A	L02	V64A	L05	V64A	B15	V64A	G18	V64B	C02	V64B	C04	V64B	B10	V64B	A14	V64B	N19	RI	1
CDIQ0005	K13	CDIV0005	F07	332.1195	V64A	J02	V64A	O10	V64A	A16	V64A	G17	V64A	H22	V64B	B04	V64B	B10	V64B	K16	V64B	B17	RK	1
CDIQ0005	M13	CDIV0005	G07	355.1784	V64A	A01	V64A	K08	V64A	I13	V64A	O18	V64B	F02	V64B	K03	V64B	P10	V64B	I15	V64B	D19	RM	1
CDIQ0005	O13	CDIV0005	H07	397.2253	V64A	O02	V64A	I07	V64A	F16	V64A	E17	V64A	N24	V64B	C03	V64B	J08	V64B	O12	V64B	M18	RO	1
CDIQ0005	B13	CDIV0007	A07	309.1001	V64A	G02	V64A	F10	V64A	G12	V64A	N16	V64B	C01	V64B	E06	V64B	H08	V64B	K14	V64B	F20	RB	1
CDIQ0005	D13	CDIV0007	B07	276.0932	V64A	K04	V64A	J09	V64A	B12	V64A	F17	V64A	G23	V64B	H06	V64B	E11	V64B	F13	V64B	E17	RD	1
CDIQ0005	F13	CDIV0007	C07	403.8830	V64A	F03	V64A	O09	V64A	A11	V64A	L19	V64A	N23	V64B	B04	V64B	A08	V64B	N15	V64B	A18	RF	1
CDIQ0005	H13	CDIV0007	D07	339.9840	V64A	A03	V64A	I09	V64A	D16	V64A	B20	V64A	H23	V64B	N04	V64B	O09	V64B	F15	V64B	F21	RH	1
CDIQ0005	J13	CDIV0007	E07	294.1038	V64A	A01	V64A	H10	V64A	E13	V64A	P16	V64A	I24	V64B	O06	V64B	B10	V64B	J14	V64B	E18	RJ	1
CDIQ0005	L13	CDIV0007	F07	305.9769	V64A	N02	V64A	G07	V64A	B14	V64A	D18	V64A	E21	V64B	N05	V64B	A11	V64B	C16	V64B	C18	RL	1
CDIQ0005	N13	CDIV0007	G07	229.2042	V64A	F02	V64A	D08	V64A	D12	V64A	K17	V64A	B22	V64B	F04	V64B	B10	V64B	I13	V64B	C19	RN	1
CDIQ0005	P13	CDIV0007	H07	270.1943	V64A	K02	V64A	F09	V64A	C15	V64A	E19	V64A	F21	V64B	H06	V64B	G10	V64B	K15	V64B	E22	RP	1
CDIQ0005	A14	CDIV0006	A07	304.1212	V64A	K03	V64A	J06	V64A	F12	V64A	A17	V64A	M22	V64B	O06	V64B	C08	V64B	J14	V64B	F18	RA	1
CDIQ0005	C14	CDIV0006	B07	207.1048	V64A	O01	V64A	I08	V64A	J13	V64A	H17	V64A	N23	V64B	O04	V64B	I07	V64B	E16	V64B	H17	RC	1
CDIQ0005	E14	CDIV0006	C07	430.1780	V64A	K02	V64A	O07	V64A	C14	V64A	M16	V64B	A01	V64B	C04	V64B	F12	V64B	F16	V64B	K19	RE	1
CDIQ0005	G14	CDIV0006	D07	257.1416	V64A	I04	V64A	C09	V64A	D12	V64A	J15	V64A	G24	V64B	C04	V64B	E08	V64B	J14	V64B	D20	RG	1
CDIQ0005	I14	CDIV0006	E07	333.0835	V64A	O04	V64A	D10	V64A	G13	V64A	F18	V64A	B21	V64B	G03	V64B	I08	V64B	M11	V64B	I20	RI	1
CDIQ0005	K14	CDIV0006	F07	368.0372	V64A	O04	V64A	G07	V64A	L13	V64A	J18	V64B	E02	V64B	A03	V64B	D09	V64B	C13	V64B	G18	RK	1
CDIQ0005	M14	CDIV0006	G07	341.1198	V64A	F01	V64A	K08	V64A	N13	V64A	I18	V64A	G23	V64B	J04	V64B	M10	V64B	O12	V64B	G17	RM	1
CDIQ0005	O14	CDIV0006	H07	244.0808	V64A	C03	V64A	C07	V64A	G15	V64A	F20	V64B	D01	V64B	P04	V64B	C07	V64B	B16	V64B	P20	RO	1
CDIQ0005	B14	CDIV0008	A07	303.1008	V64A	P04	V64A	H10	V64A	A13	V64A	I16	V64A	H22	V64B	K02	V64B	P10	V64B	I11	V64B	N17	RB	1
CDIQ0005	D14	CDIV0008	B07	436.1208	V64A	E03	V64A	I07	V64A	B16	V64A	I15	V64B	A01	V64B	K04	V64B	G11	V64B	E15	V64B	C20	RD	1
CDIQ0005	F14	CDIV0008	C07	323.1270	V64A	A02	V64A	J05	V64A	P13	V64A	M18	V64B	A01	V64B	N04	V64B	K09	V64B	G13	V64B	L20	RF	1
CDIQ0005	H14	CDIV0008	D07	311.1885	V64A	D03	V64A	E09	V64A	B14	V64A	M19	V64A	N24	V64B	A03	V64B	L09	V64B	P15	V64B	P20	RH	1
CDIQ0005	J14	CDIV0008	E07	349.9966	V64A	C01	V64A	N09	V64A	K11	V64A	P17	V64A	K21	V64B	N04	V64B	E10	V64B	L11	V64B	G19	RJ	1
CDIQ0005	L14	CDIV0008	F07	240.1150	V64A	I02	V64A	M08	V64A	A15	V64A	L19	V64A	L24	V64B	O06	V64B	E11	V64B	J12	V64B	E18	RL	1
CDIQ0005	N14	CDIV0008	G07	332.0384	V64A	O01	V64A	M10	V64A	D13	V64A	O16	V64A	F24	V64B	I04	V64B	J10	V64B	O15	V64B	P17	RN	1
CDIQ0005	P14	CDIV0008	H07	354.1133	V64A	H05	V64A	I05	V64A	O12	V64A	D19	V64A	F21	V64B	M06	V64B	N09	V64B	M12	V64B	K17	RP	1
CDIQ0005	A15	CDIV0005	A08	356.0694	V64A	G02	V64A	I10	V64A	G11	V64A	G20	V64A	F21	V64B	A03	V64B	K08	V64B	K12	V64B	L19	RA	1
CDIQ0005	C15	CDIV0005	B08	369.1940	V64A	E02	V64A	N05	V64A	P14	V64A	C20	V64A	I22	V64B	N01	V64B	F07	V64B	G14	V64B	B20	RC	1
CDIQ0005	E15	CDIV0005	C08	304.1423	V64A	E05	V64A	N08	V64A	M14	V64A	M18	V64B	H01	V64B	L02	V64B	N09	V64B	L14	V64B	B21	RE	1
CDIQ0005	G15	CDIV0005	D08	461.2202	V64A	H04	V64A	J05	V64A	B12	V64A	D18	V64A	O22	V64B	M03	V64B	L07	V64B	E15	V64B	C21	RG	1
CDIQ0005	I15	CDIV0005	E08	403.1784	V64A	E01	V64A	O05	V64A	H12	V64A	M16	V64A	G22	V64B	M04	V64B	D07	V64B	A13	V64B	O18	RI	1
CDIQ0005	K15	CDIV0005	F08	497.0838	V64A	M01	V64A	E09	V64A	L12	V64A	N19	V64A	H23	V64B	G04	V64B	F08	V64B	J16	V64B	E18	RK	1
CDIQ0005	M15	CDIV0005	G08	419.1733	V64A	F02	V64A	I05	V64A	E11	V64A	B18	V64A	F24	V64B	G03	V64B	B12	V64B	D13	V64B	G22	RM	1
CDIQ0005	O15	CDIV0005	H08	417.1940	V64A	F05	V64A	N08	V64A	H14	V64A	J16	V64B	F01	V64B	J05	V64B	L09	V64B	B13	V64B	A20	RO	1
CDIQ0005	B15	CDIV0007	A08	189.9952	V64A	K03	V64A	A08	V64A	O12	V64A	M20	V64A	K21	V64B	B05	V64B	G07	V64B	A14	V64B	F17	RB	1
CDIQ0005	D15	CDIV0007	B08	385.1337	V64A	B04	V64A	N05	V64A	F11	V64A	H17	V64A	L24	V64B	E04	V64B	E10	V64B	L13	V64B	A20	RD	1
CDIQ0005	F15	CDIV0007	C08	290.1307	V64A	P02	V64A	N05	V64A	J13	V64A	J19	V64A	E23	V64B	G04	V64B	M07	V64B	J12	V64B	F21	RF	1
CDIQ0005	H15	CDIV0007	D08	283.1109	V64A	G06	V64A	E09	V64A	H15	V64A	I20	V64A	F22	V64B	J06	V64B	H10	V64B	D15	V64B	B17	RH	1
CDIQ0005	J15	CDIV0007	E08	320.1024	V64A	N01	V64A	A07	V64A	H12	V64A	I19	V64A	F21	V64B	K03	V64B	E07	V64B	P13	V64B	P18	RJ	1
CDIQ0005	L15	CDIV0007	F08	265.1579	V64A	L04	V64A	O10	V64A	D14	V64A	L15	V64A	M22	V64B	I05	V64B	I09	V64B	N16	V64B	C20	RL	1
CDIQ0005	N15	CDIV0007	G08	283.1321	V64A	F04	V64A	P07	V64A	B15	V64A	P16	V64B	C02	V64B	E04	V64B	C10	V64B	E14	V64B	C17	RN	1
CDIQ0005	P15	CDIV0007	H08	358.1641	V64A	H04	V64A	C08	V64A	O14	V64A	E18	V64A	H24	V64B	G06	V64B	K09	V64B	B16	V64B	O19	RP	1
CDIQ0005	A16	CDIV0006	A08	210.0351	V64A	K01	V64A	L05	V64A	M11	V64A	K15	V64A	L22	V64B	O06	V64B	K10	V64B	N12	V64B	L17	RA	1
CDIQ0005	C16	CDIV0006	B08	180.0423	V64A	F05	V64A	O10	V64A	D13	V64A	C18	V64A	A24	V64B	B04	V64B	M07	V64B	J16	V64B	B21	RC	1
CDIQ0005	E16	CDIV0006	C08	355.1532	V64A	M03	V64A	N08	V64A	I14	V64A	H20	V64A	A24	V64B	D04	V64B	E10	V64B	O14	V64B	F20	RE	1
CDIQ0005	G16	CDIV0006	D08	278.9895	V64A	N01	V64A	L09	V64A	E16	V64A	N15	V64A	H24	V64B	H04	V64B	I09	V64B	D13	V64B	I18	RG	1
CDIQ0005	I16	CDIV0006	E08	298.0954	V64A	E06	V64A	J07	V64A	D15	V64A	P17	V64A	P21	V64B	B04	V64B	G12	V64B	D16	V64B	H19	RI	1
CDIQ0005	K16	CDIV0006	F08	334.9963	V64A	G02	V64A	K08	V64A	P11	V64A	D19	V64B	B01	V64B	N06	V64B	D08	V64B	P16	V64B	L19	RK	1
CDIQ0005	M16	CDIV0006	G08	274.1317	V64A	H01	V64A	A10	V64A	I14	V64A	N15	V64A	C24	V64B	P02	V64B	P09	V64B	I12	V64B	C17	RM	1
CDIQ0005	O16	CDIV0006	H08	212.0473	V64A	I03	V64A	K09	V64A	J13	V64A	E17	V64A	N24	V64B	A03	V64B	H09	V64B	M12	V64B	D19	RO	1
CDIQ0005	B16	CDIV0008	A08	394.0041	V64A	N04	V64A	O08	V64A	L13	V64A	L15	V64B	H01	V64B	N01	V64B	H07	V64B	A16	V64B	H19	RB	1
CDIQ0005	D16	CDIV0008	B08	386.1032	V64A	B04	V64A	K06	V64A	H13	V64A	D17	V64B	E02	V64B	H03	V64B	C10	V64B	F13	V64B	E17	RD	1
CDIQ0005	F16	CDIV0008	C08	338.0307	V64A	O01	V64A	A08	V64A	B12	V64A	C20	V64A	C24	V64B	B05	V64B	J10	V64B	N16	V64B	P19	RF	1
CDIQ0005	H16	CDIV0008	D08	268.0476	V64A	K01	V64A	K05	V64A	O14	V64A	E19	V64A	B24	V64B	E05	V64B	P07	V64B	M14	V64B	K19	RH	1
CDIQ0005	J16	CDIV0008	E08	271.9981	V64A	H03	V64A	O06	V64A	P12	V64A	B20	V64A	A21	V64B	J03	V64B	C12	V64B	H16	V64B	B19	RJ	1
CDIQ0005	L16	CDIV0008	F08	437.2202	V64A	I03	V64A	E07	V64A	F13	V64A	D17	V64B	B02	V64B	N02	V64B	B12	V64B	D13	V64B	H19	RL	1
CDIQ0005	N16	CDIV0008	G08	242.0943	V64A	L02	V64A	F07	V64A	D16	V64A	F17	V64A	L22	V64B	M05	V64B	E10	V64B	N12	V64B	N18	RN	1
CDIQ0005	P16	CDIV0008	H08	387.8881	V64A	D06	V64A	N06	V64A	N11	V64A	N20	V64B	D02	V64B	G05	V64B	A12	V64B	G13	V64B	E20	RP	1
CDIQ0005	A17	CDIV0005	A09	400.1457	V64A	M01	V64A	L08	V64A	F11	V64A	L17	V64B	H02	V64B	K06	V64B	I07	V64B	F14	V64B	F17	RA	1
CDIQ0005	C17	CDIV0005	B09	262.0954	V64A	D06	V64A	I06	V64A	G16	V64A	E18	V64B	A01	V64B	K02	V64B	B07	V64B	G16	V64B	I20	RC	1
CDIQ0005	E17	CDIV0005	C09	377.1627	V64A	D01	V64A	M08	V64A	C11	V64A	C19	V64B	D02	V64B	J06	V64B	F08	V64B	L12	V64B	J17	RE	1
CDIQ0005	G17	CDIV0005	D09	420.1049	V64A	E05	V64A	O09	V64A	H14	V64A	O18	V64A	A22	V64B	N04	V64B	E08	V64B	E13	V64B	I19	RG	1
CDIQ0005	I17	CDIV0005	E09	260.1161	V64A	B06	V64A	A10	V64A	L12	V64A	D20	V64A	F21	V64B	O03	V64B	H08	V64B	K11	V64B	A17	RI	1
CDIQ0005	K17	CDIV0005	F09	370.0851	V64A	F06	V64A	C08	V64A	H15	V64A	J17	V64A	C21	V64B	F05	V64B	C10	V64B	F16	V64B	H21	RK	1
CDIQ0005	M17	CDIV0005	G09	449.0838	V64A	E02	V64A	F10	V64A	K12	V64A	H17	V64A	I21	V64B	J04	V64B	F09	V64B	K12	V64B	L20	RM	1
CDIQ0005	O17	CDIV0005	H09	387.1834	V64A	L04	V64A	F07	V64A	E15	V64A	O17	V64A	F23	V64B	M04	V64B	P07	V64B	N11	V64B	B18	RO	1
CDIQ0005	B17	CDIV0007	A09	431.3148	V64A	E06	V64A	F08	V64A	G11	V64A	P20	V64A	C21	V64B	M06	V64B	G12	V64B	J13	V64B	C18	RB	1
CDIQ0005	D17	CDIV0007	B09	320.2100	V64A	A03	V64A	J10	V64A	E13	V64A	I20	V64B	E01	V64B	O01	V64B	E11	V64B	K15	V64B	H19	RD	1
CDIQ0005	F17	CDIV0007	C09	223.1208	V64A	A02	V64A	A10	V64A	E14	V64A	J18	V64B	D01	V64B	O05	V64B	K09	V64B	N15	V64B	D20	RF	1
CDIQ0005	H17	CDIV0007	D09	222.1004	V64A	E03	V64A	L08	V64A	B13	V64A	B20	V64A	A21	V64B	B04	V64B	P08	V64B	F15	V64B	D17	RH	1
CDIQ0005	J17	CDIV0007	E09	314.1267	V64A	F03	V64A	J05	V64A	K11	V64A	E20	V64B	F01	V64B	P04	V64B	F12	V64B	L12	V64B	H18	RJ	1
CDIQ0005	L17	CDIV0007	F09	362.0476	V64A	K03	V64A	A08	V64A	C15	V64A	I20	V64A	F24	V64B	E03	V64B	C10	V64B	G15	V64B	D17	RL	1
CDIQ0005	N17	CDIV0007	G09	253.1314	V64A	A04	V64A	N08	V64A	J14	V64A	J18	V64A	N21	V64B	F04	V64B	M10	V64B	O16	V64B	E20	RN	1
CDIQ0005	P17	CDIV0007	H09	230.1307	V64A	D01	V64A	L09	V64A	C16	V64A	P18	V64B	E02	V64B	O03	V64B	A07	V64B	G15	V64B	N20	RP	1
CDIQ0005	A18	CDIV0006	A09	219.0532	V64A	H01	V64A	D08	V64A	P11	V64A	A20	V64B	E01	V64B	E03	V64B	C09	V64B	L16	V64B	F17	RA	1
CDIQ0005	C18	CDIV0006	B09	326.1067	V64A	H03	V64A	E09	V64A	E16	V64A	K16	V64A	M24	V64B	J06	V64B	C10	V64B	E15	V64B	K19	RC	1
CDIQ0005	E18	CDIV0006	C09	293.1052	V64A	J03	V64A	P05	V64A	M13	V64A	O15	V64B	F02	V64B	A05	V64B	B08	V64B	M13	V64B	J17	RE	1
CDIQ0005	G18	CDIV0006	D09	272.1049	V64A	O04	V64A	A09	V64A	M13	V64A	M19	V64A	I22	V64B	B05	V64B	K07	V64B	M13	V64B	E21	RG	1
CDIQ0005	I18	CDIV0006	E09	346.1715	V64A	K01	V64A	G10	V64A	E16	V64A	E20	V64A	F21	V64B	J06	V64B	E11	V64B	D15	V64B	A19	RI	1
CDIQ0005	K18	CDIV0006	F09	380.0598	V64A	F02	V64A	M05	V64A	A12	V64A	B18	V64A	E22	V64B	P02	V64B	D11	V64B	N13	V64B	D18	RK	1
CDIQ0005	M18	CDIV0006	G09	338.1267	V64A	C01	V64A	H07	V64A	C12	V64A	A20	V64B	G01	V64B	J01	V64B	A07	V64B	I14	V64B	H17	RM	1
CDIQ0005	O18	CDIV0006	H09	285.0669	V64A	B05	V64A	C08	V64A	H12	V64A	K16	V64A	L24	V64B	G05	V64B	A12	V64B	L15	V64B	C17	RO	1
CDIQ0005	B18	CDIV0008	A09	268.0170	V64A	J04	V64A	J10	V64A	A11	V64A	I17	V64A	J22	V64B	O02	V64B	E08	V64B	K11	V64B	I18	RB	1
CDIQ0005	D18	CDIV0008	B09	344.9993	V64A	B02	V64A	O08	V64A	D16	V64A	A17	V64A	G24	V64B	D05	V64B	J08	V64B	F14	V64B	B17	RD	1
CDIQ0005	F18	CDIV0008	C09	247.0667	V64A	A04	V64A	M06	V64A	A16	V64A	E17	V64A	O22	V64B	A05	V64B	J07	V64B	D13	V64B	L17	RF	1
CDIQ0005	H18	CDIV0008	D09	480.0355	V64A	A06	V64A	A10	V64A	C13	V64A	G18	V64A	G24	V64B	J06	V64B	K08	V64B	L15	V64B	B17	RH	1
CDIQ0005	J18	CDIV0008	E09	362.0759	V64A	H05	V64A	G10	V64A	F15	V64A	D20	V64B	D01	V64B	G04	V64B	D07	V64B	M15	V64B	A22	RJ	1
CDIQ0005	L18	CDIV0008	F09	299.0827	V64A	E01	V64A	B09	V64A	G16	V64A	K17	V64B	A02	V64B	I03	V64B	N10	V64B	D13	V64B	D22	RL	1
CDIQ0005	N18	CDIV0008	G09	273.0112	V64A	B06	V64A	F07	V64A	A12	V64A	L18	V64A	K21	V64B	I06	V64B	H08	V64B	L11	V64B	I17	RN	1
CDIQ0005	P18	CDIV0008	H09	287.9857	V64A	D02	V64A	I07	V64A	G11	V64A	K20	V64A	H23	V64B	G04	V64B	J08	V64B	E16	V64B	J20	RP	1
CDIQ0005	A19	CDIV0005	A10	459.2046	V64A	C02	V64A	L10	V64A	O11	V64A	O16	V64A	D21	V64B	D03	V64B	O08	V64B	I12	V64B	K19	RA	1
CDIQ0005	C19	CDIV0005	B10	357.1576	V64A	D02	V64A	K09	V64A	K14	V64A	N15	V64B	C02	V64B	K02	V64B	G12	V64B	C14	V64B	C19	RC	1
CDIQ0005	E19	CDIV0005	C10	342.1943	V64A	B06	V64A	P06	V64A	C15	V64A	C20	V64A	E22	V64B	O04	V64B	A10	V64B	E13	V64B	M20	RE	1
CDIQ0005	G19	CDIV0005	D10	441.2151	V64A	E01	V64A	P06	V64A	J12	V64A	D17	V64A	I23	V64B	I02	V64B	B12	V64B	M15	V64B	N18	RG	1
CDIQ0005	I19	CDIV0005	E10	383.2097	V64A	H01	V64A	N06	V64A	L14	V64A	M20	V64B	H02	V64B	F05	V64B	A07	V64B	K14	V64B	L18	RI	1
CDIQ0005	K19	CDIV0005	F10	411.2410	V64A	N04	V64A	H07	V64A	E12	V64A	J16	V64A	E24	V64B	E04	V64B	I07	V64B	M15	V64B	H21	RK	1
CDIQ0005	M19	CDIV0005	G10	341.1627	V64A	J03	V64A	G07	V64A	D13	V64A	M20	V64A	D23	V64B	O05	V64B	N08	V64B	M15	V64B	M18	RM	1
CDIQ0005	O19	CDIV0005	H10	365.0585	V64A	E04	V64A	K10	V64A	A13	V64A	M15	V64B	E01	V64B	C03	V64B	I10	V64B	A13	V64B	M19	RO	1
CDIQ0005	B19	CDIV0007	A10	276.0666	V64A	D06	V64A	I09	V64A	J14	V64A	N18	V64A	A21	V64B	L05	V64B	K07	V64B	O14	V64B	F18	RB	1
CDIQ0005	D19	CDIV0007	B10	226.9946	V64A	A04	V64A	J08	V64A	J13	V64A	C20	V64A	M22	V64B	L05	V64B	B10	V64B	L15	V64B	H20	RD	1
CDIQ0005	F19	CDIV0007	C10	447.1076	V64A	F01	V64A	I08	V64A	H12	V64A	H19	V64A	A21	V64B	K03	V64B	L08	V64B	O16	V64B	C17	RF	1
CDIQ0005	H19	CDIV0007	D10	368.0919	V64A	E01	V64A	F07	V64A	F11	V64A	P19	V64A	I21	V64B	M02	V64B	N07	V64B	M11	V64B	A18	RH	1
CDIQ0005	J19	CDIV0007	E10	426.1304	V64A	L04	V64A	M08	V64A	A14	V64A	M18	V64B	F02	V64B	C05	V64B	H08	V64B	K15	V64B	D18	RJ	1
CDIQ0005	L19	CDIV0007	F10	453.1179	V64A	D01	V64A	I10	V64A	P12	V64A	H18	V64A	J21	V64B	P01	V64B	K09	V64B	K14	V64B	I18	RL	1
CDIQ0005	N19	CDIV0007	G10	411.1307	V64A	H03	V64A	L07	V64A	E15	V64A	N16	V64B	A02	V64B	B03	V64B	A11	V64B	L13	V64B	E19	RN	1
CDIQ0005	P19	CDIV0007	H10	370.0711	V64A	J04	V64A	I06	V64A	G15	V64A	A17	V64B	G01	V64B	M04	V64B	A11	V64B	O11	V64B	H21	RP	1
CDIQ0005	A20	CDIV0006	A10	343.1088	V64A	C05	V64A	P10	V64A	P14	V64A	P17	V64B	C02	V64B	J02	V64B	G08	V64B	M15	V64B	E22	RA	1
CDIQ0005	C20	CDIV0006	B10	261.0557	V64A	L04	V64A	P08	V64A	I14	V64A	C17	V64A	G22	V64B	K02	V64B	L09	V64B	J16	V64B	O18	RC	1
CDIQ0005	E20	CDIV0006	C10	325.0982	V64A	J02	V64A	A07	V64A	B13	V64A	L18	V64A	M24	V64B	E06	V64B	E08	V64B	A15	V64B	M20	RE	1
CDIQ0005	G20	CDIV0006	D10	264.0124	V64A	F06	V64A	L05	V64A	J13	V64A	J16	V64A	F21	V64B	D04	V64B	J10	V64B	J15	V64B	D20	RG	1
CDIQ0005	I20	CDIV0006	E10	311.0825	V64A	P03	V64A	H08	V64A	H16	V64A	P15	V64A	M23	V64B	C06	V64B	E12	V64B	J13	V64B	O19	RI	1
CDIQ0005	K20	CDIV0006	F10	327.0429	V64A	N04	V64A	A07	V64A	M12	V64A	I15	V64A	P21	V64B	O01	V64B	D12	V64B	A15	V64B	L17	RK	1
CDIQ0005	M20	CDIV0006	G10	377.0698	V64A	E03	V64A	G08	V64A	N12	V64A	A19	V64A	O21	V64B	K01	V64B	B08	V64B	L12	V64B	L19	RM	1
CDIQ0005	O20	CDIV0006	H10	443.1733	V64A	B06	V64A	L10	V64A	D11	V64A	J18	V64A	N23	V64B	J01	V64B	F08	V64B	L13	V64B	A20	RO	1
CDIQ0005	B20	CDIV0008	A10	352.0381	V64A	P01	V64A	D08	V64A	H11	V64A	K18	V64A	D21	V64B	D04	V64B	A12	V64B	A15	V64B	D17	RB	1
CDIQ0005	D20	CDIV0008	B10	453.9866	V64A	L02	V64A	M07	V64A	K14	V64A	L19	V64A	I23	V64B	A04	V64B	H07	V64B	L15	V64B	H18	RD	1
CDIQ0005	F20	CDIV0008	C10	362.9057	V64A	E01	V64A	C10	V64A	E13	V64A	K15	V64A	O22	V64B	P02	V64B	E10	V64B	I12	V64B	E21	RF	1
CDIQ0005	H20	CDIV0008	D10	368.9219	V64A	P01	V64A	B09	V64A	B12	V64A	J20	V64B	G01	V64B	A04	V64B	E11	V64B	J13	V64B	G22	RH	1
CDIQ0005	J20	CDIV0008	E10	404.0694	V64A	L03	V64A	G08	V64A	B12	V64A	K16	V64A	K23	V64B	A03	V64B	D11	V64B	C15	V64B	G21	RJ	1
CDIQ0005	L20	CDIV0008	F10	360.0796	V64A	O01	V64A	C07	V64A	F15	V64A	M18	V64A	A21	V64B	E03	V64B	J08	V64B	O12	V64B	B19	RL	1
CDIQ0005	N20	CDIV0008	G10	209.0688	V64A	C04	V64A	J08	V64A	B12	V64A	O16	V64A	M22	V64B	F06	V64B	E07	V64B	H16	V64B	P18	RN	1
CDIQ0005	P20	CDIV0008	H10	382.1562	V64A	G05	V64A	K06	V64A	B15	V64A	H18	V64A	D21	V64B	O03	V64B	H12	V64B	H16	V64B	K18	RP	1
CDIQ0005	A21	CDIV0005	A11	411.2046	V64A	E05	V64A	J09	V64A	N13	V64A	N17	V64A	N22	V64B	I05	V64B	F11	V64B	J13	V64B	D20	RA	1
CDIQ0005	C21	CDIV0005	B11	399.2046	V64A	D03	V64A	M07	V64A	F14	V64A	F17	V64A	N22	V64B	H04	V64B	G11	V64B	N15	V64B	L20	RC	1
